name,set_code,card_number,class_name,power,toughness,starting_loyalty,starting_defense,mana_value,rarity,types,subtypes,supertypes,mana_costs,rules,black,blue,green,red,white,frame_color,frame_style,various_art
"Adventuring Gear","UNK","0","mage.cards.a.AdventuringGear","","","","","1","common","ARTIFACT","EQUIPMENT","","{1}","","false","false","false","false","false","colorless","","false"
"Alert Heedbonder","UNK","0","mage.cards.a.AlertHeedbonder","2","4","","","5","common","CREATURE","HUMAN SCOUT","","{1}{G/W}{G/W}","","false","false","true","false","true","multicolor","","false"
"Attuned Hunter","UNK","0","mage.cards.a.AttunedHunter","3","3","","","3","common","CREATURE","HUMAN RANGER","","{2}{G}","","false","false","true","false","false","green","","false"
"Aetherstream Leopard","UNK","0","mage.cards.a.AetherstreamLeopard","2","3","","","3","common","CREATURE","CAT","","{2}{G}","","false","false","true","false","false","green","","false"
"Ardyn The Usurper","UNK","0","mage.cards.a.ArdynTheUsurper","4","4","","","8","common","CREATURE","ELDER HUMAN NOBLE","","{5}{B}{B}{B}","","true","false","false","false","false","black","","false"
"Arachnogenesis","UNK","0","mage.cards.a.Arachnogenesis","","","","","3","common","INSTANT","","","{2}{G}","","false","false","true","false","false","green","","false"
"Astral Dragon","UNK","0","mage.cards.a.AstralDragon","4","4","","","8","common","CREATURE","DRAGON","","{6}{U}{U}","","false","true","false","false","false","blue","","false"
"Aether Revolt","UNK","0","mage.cards.a.AetherRevolt","","","","","4","common","ENCHANTMENT","","","{2}{R}{R}","","false","false","false","true","false","red","","false"
"Aerial Boost","UNK","0","mage.cards.a.AerialBoost","","","","","2","common","INSTANT","","","{1}{W}","","false","false","false","false","true","white","","false"
"Archangel Of Strife","UNK","0","mage.cards.a.ArchangelOfStrife","6","6","","","7","common","CREATURE","ANGEL","","{5}{W}{W}","","false","false","false","false","true","white","","false"
"Avenger En Dal","UNK","0","mage.cards.a.AvengerEnDal","1","1","","","2","common","CREATURE","HUMAN SPELLSHAPER","","{1}{W}","","false","false","false","false","true","white","","false"
"Allosaurus Rider","UNK","0","mage.cards.a.AllosaurusRider","0","0","","","7","common","CREATURE","ELF WARRIOR","","{5}{G}{G}","","false","false","true","false","false","green","","false"
"Alabaster Dragon","UNK","0","mage.cards.a.AlabasterDragon","4","4","","","6","common","CREATURE","DRAGON","","{4}{W}{W}","","false","false","false","false","true","white","","false"
"Architects Of Will","UNK","0","mage.cards.a.ArchitectsOfWill","3","3","","","4","common","ARTIFACT CREATURE","HUMAN WIZARD","","{2}{U}{B}","","true","true","false","false","false","multicolor","","false"
"Angelic Edict","UNK","0","mage.cards.a.AngelicEdict","","","","","5","common","SORCERY","","","{4}{W}","","false","false","false","false","true","white","","false"
"Appeal Authority","UNK","0","mage.cards.a.AppealAuthority","","","","","1","common","SORCERY","","","{G}","","false","false","true","false","false","green","","false"
"Armament Corps","UNK","0","mage.cards.a.ArmamentCorps","4","4","","","5","common","CREATURE","HUMAN SOLDIER","","{2}{W}{B}{G}","","true","false","true","false","true","multicolor","","false"
"Ashes Of The Fallen","UNK","0","mage.cards.a.AshesOfTheFallen","","","","","2","common","ARTIFACT","","","{2}","","false","false","false","false","false","colorless","","false"
"Altar Of The Goyf","UNK","0","mage.cards.a.AltarOfTheGoyf","","","","","5","common","KINDRED ARTIFACT","LHURGOYF","","{5}","","false","false","false","false","false","colorless","","false"
"Aftermath Analyst","UNK","0","mage.cards.a.AftermathAnalyst","1","3","","","2","common","CREATURE","ELF DETECTIVE","","{1}{G}","","false","false","true","false","false","green","","false"
"Absolute Law","UNK","0","mage.cards.a.AbsoluteLaw","","","","","2","common","ENCHANTMENT","","","{1}{W}","","false","false","false","false","true","white","","false"
"Anurid Scavenger","UNK","0","mage.cards.a.AnuridScavenger","3","3","","","3","common","CREATURE","FROG BEAST","","{2}{G}","","false","false","true","false","false","green","","false"
"Ammit Eternal","UNK","0","mage.cards.a.AmmitEternal","","","","","3","common","CREATURE","","","{2}{B}","","true","false","false","false","false","black","","false"
"Adherent Of Hope","UNK","0","mage.cards.a.AdherentOfHope","2","1","","","2","common","CREATURE","HUMAN SOLDIER","","{1}{W}","","false","false","false","false","true","white","","false"
"Assimilate Essence","UNK","0","mage.cards.a.AssimilateEssence","","","","","2","common","INSTANT","","","{1}{U}","","false","true","false","false","false","blue","","false"
"Aerial Surveyor","UNK","0","mage.cards.a.AerialSurveyor","3","4","","","3","common","ARTIFACT","VEHICLE","","{2}{W}","","false","false","false","false","true","white","","false"
"Ancestors Chosen","UNK","0","mage.cards.a.AncestorsChosen","4","4","","","7","common","CREATURE","HUMAN CLERIC","","{5}{W}{W}","","false","false","false","false","true","white","","false"
"Akuta Born Of Ash","UNK","0","mage.cards.a.AkutaBornOfAsh","3","2","","","4","common","CREATURE","SPIRIT","","{2}{B}{B}","","true","false","false","false","false","black","","false"
"Aragorn The Uniter","UNK","0","mage.cards.a.AragornTheUniter","5","5","","","4","common","CREATURE","HUMAN NOBLE","","{R}{G}{W}{U}","","false","true","true","true","true","multicolor","","false"
"Ash Zealot","UNK","0","mage.cards.a.AshZealot","2","2","","","2","common","CREATURE","HUMAN WARRIOR","","{R}{R}","","false","false","false","true","false","red","","false"
"Arresters Admonition","UNK","0","mage.cards.a.ArrestersAdmonition","","","","","3","common","INSTANT","","","{2}{U}","","false","true","false","false","false","blue","","false"
"Amber Gristle O Maul","UNK","0","mage.cards.a.AmberGristleOMaul","3","3","","","4","common","CREATURE","DWARF CLERIC","","{3}{R}","","false","false","false","true","false","red","","false"
"Artificers Assistant","UNK","0","mage.cards.a.ArtificersAssistant","1","1","","","1","common","CREATURE","BIRD","","{U}","","false","true","false","false","false","blue","","false"
"Archway Commons","UNK","0","mage.cards.a.ArchwayCommons","","","","","0","common","LAND","","","","","false","false","false","false","false","colorless","","false"
"Arashin Cleric","UNK","0","mage.cards.a.ArashinCleric","1","3","","","2","common","CREATURE","HUMAN CLERIC","","{1}{W}","","false","false","false","false","true","white","","false"
"Amber Prison","UNK","0","mage.cards.a.AmberPrison","","","","","4","common","ARTIFACT","","","{4}","","false","false","false","false","false","colorless","","false"
"Aether Syphon","UNK","0","mage.cards.a.AetherSyphon","","","","","3","common","ARTIFACT","","","{1}{U}{U}","","false","true","false","false","false","blue","","false"
"Aethertide Whale","UNK","0","mage.cards.a.AethertideWhale","6","4","","","6","common","CREATURE","WHALE","","{4}{U}{U}","","false","true","false","false","false","blue","","false"
"Abuelo Ancestral Echo","UNK","0","mage.cards.a.AbueloAncestralEcho","2","2","","","3","common","CREATURE","SPIRIT","","{1}{W}{U}","","false","true","false","false","true","multicolor","","false"
"Against All Odds","UNK","0","mage.cards.a.AgainstAllOdds","","","","","4","common","SORCERY","","","{3}{W}","","false","false","false","false","true","white","","false"
"Aetherplasm","UNK","0","mage.cards.a.Aetherplasm","1","1","","","4","common","CREATURE","ILLUSION","","{2}{U}{U}","","false","true","false","false","false","blue","","false"
"Arboretum Elemental","UNK","0","mage.cards.a.ArboretumElemental","7","5","","","9","common","CREATURE","ELEMENTAL","","{7}{G}{G}","","false","false","true","false","false","green","","false"
"Akoum Battlesinger","UNK","0","mage.cards.a.AkoumBattlesinger","1","1","","","2","common","CREATURE","HUMAN BERSERKER ALLY","","{1}{R}","","false","false","false","true","false","red","","false"
"Alanias Pathmaker","UNK","0","mage.cards.a.AlaniasPathmaker","4","2","","","4","common","CREATURE","OTTER WIZARD","","{3}{R}","","false","false","false","true","false","red","","false"
"Ashen Skin Zubera","UNK","0","mage.cards.a.AshenSkinZubera","1","2","","","2","common","CREATURE","ZUBERA SPIRIT","","{1}{B}","","true","false","false","false","false","black","","false"
"Aven Trooper","UNK","0","mage.cards.a.AvenTrooper","1","1","","","4","common","CREATURE","BIRD SOLDIER","","{3}{W}","","false","false","false","false","true","white","","false"
"Arco Flagellant","UNK","0","mage.cards.a.ArcoFlagellant","3","1","","","3","common","CREATURE","HUMAN","","{2}{B}","","true","false","false","false","false","black","","false"
"Akki Avalanchers","UNK","0","mage.cards.a.AkkiAvalanchers","1","1","","","1","common","CREATURE","GOBLIN WARRIOR","","{R}","","false","false","false","true","false","red","","false"
"Aurora Champion","UNK","0","mage.cards.a.AuroraChampion","3","2","","","3","common","CREATURE","ELF WARRIOR","","{2}{W}","","false","false","false","false","true","white","","false"
"Arcane Teachings","UNK","0","mage.cards.a.ArcaneTeachings","","","","","3","common","ENCHANTMENT","AURA","","{2}{R}","","false","false","false","true","false","red","","false"
"Austere Command","UNK","0","mage.cards.a.AustereCommand","","","","","6","common","SORCERY","","","{4}{W}{W}","","false","false","false","false","true","white","","false"
"Aether Spike","UNK","0","mage.cards.a.AetherSpike","","","","","2","common","INSTANT","","","{1}{U}","","false","true","false","false","false","blue","","false"
"Angelfire Ignition","UNK","0","mage.cards.a.AngelfireIgnition","","","","","3","common","SORCERY","","","{1}{R}{W}","","false","false","false","true","true","multicolor","","false"
"Assert Authority","UNK","0","mage.cards.a.AssertAuthority","","","","","7","common","INSTANT","","","{5}{U}{U}","","false","true","false","false","false","blue","","false"
"Armada Wurm","UNK","0","mage.cards.a.ArmadaWurm","5","5","","","6","common","CREATURE","WURM","","{2}{G}{G}{W}{W}","","false","false","true","false","true","multicolor","","false"
"Adverse Conditions","UNK","0","mage.cards.a.AdverseConditions","","","","","4","common","INSTANT","","","{3}{U}","","false","true","false","false","false","blue","","false"
"Aether Storm","UNK","0","mage.cards.a.AetherStorm","","","","","4","common","ENCHANTMENT","","","{3}{U}","","false","true","false","false","false","blue","","false"
"Apex Altisaur","UNK","0","mage.cards.a.ApexAltisaur","10","10","","","9","common","CREATURE","DINOSAUR","","{7}{G}{G}","","false","false","true","false","false","green","","false"
"Aysen Bureaucrats","UNK","0","mage.cards.a.AysenBureaucrats","1","1","","","2","common","CREATURE","HUMAN ADVISOR","","{1}{W}","","false","false","false","false","true","white","","false"
"Acid Web Spider","UNK","0","mage.cards.a.AcidWebSpider","3","5","","","5","common","CREATURE","SPIDER","","{3}{G}{G}","","false","false","true","false","false","green","","false"
"Aerial Assault","UNK","0","mage.cards.a.AerialAssault","","","","","3","common","SORCERY","","","{2}{W}","","false","false","false","false","true","white","","false"
"Alchemists Gambit","UNK","0","mage.cards.a.AlchemistsGambit","","","","","3","common","SORCERY","","","{1}{R}{R}","","false","false","false","true","false","red","","false"
"Ambush Gigapede","UNK","0","mage.cards.a.AmbushGigapede","6","2","","","6","common","CREATURE","INSECT","","{4}{B}{B}","","true","false","false","false","false","black","","false"
"Arcbound Reclaimer","UNK","0","mage.cards.a.ArcboundReclaimer","0","0","","","4","common","ARTIFACT CREATURE","GOLEM","","{4}","","false","false","false","false","false","colorless","","false"
"Aura Finesse","UNK","0","mage.cards.a.AuraFinesse","","","","","1","common","INSTANT","","","{U}","","false","true","false","false","false","blue","","false"
"Angelic Observer","UNK","0","mage.cards.a.AngelicObserver","3","3","","","6","common","CREATURE","ANGEL ADVISOR","","{5}{W}","","false","false","false","false","true","white","","false"
"Academic Probation","UNK","0","mage.cards.a.AcademicProbation","","","","","2","common","SORCERY","LESSON","","{1}{W}","","false","false","false","false","true","white","","false"
"Aladdins Ring","UNK","0","mage.cards.a.AladdinsRing","","","","","8","common","ARTIFACT","","","{8}","","false","false","false","false","false","colorless","","false"
"Amplifire","UNK","0","mage.cards.a.Amplifire","1","1","","","4","common","CREATURE","ELEMENTAL","","{2}{R}{R}","","false","false","false","true","false","red","","false"
"Assassins Trophy","UNK","0","mage.cards.a.AssassinsTrophy","","","","","2","common","INSTANT","","","{B}{G}","","true","false","true","false","false","multicolor","","false"
"Air Marshal","UNK","0","mage.cards.a.AirMarshal","2","1","","","2","common","CREATURE","HUMAN SOLDIER","","{1}{U}","","false","true","false","false","false","blue","","false"
"Anjes Ravager","UNK","0","mage.cards.a.AnjesRavager","3","3","","","3","common","CREATURE","VAMPIRE BERSERKER","","{2}{R}","","false","false","false","true","false","red","","false"
"Adarkar Wastes","UNK","0","mage.cards.a.AdarkarWastes","","","","","0","common","LAND","","","","","false","false","false","false","false","colorless","","false"
"Anodet Lurker","UNK","0","mage.cards.a.AnodetLurker","3","3","","","5","common","ARTIFACT CREATURE","CONSTRUCT","","{5}","","false","false","false","false","false","colorless","","false"
"Anti Venom Horrifying Healer","UNK","0","mage.cards.a.AntiVenomHorrifyingHealer","5","5","","","5","common","CREATURE","SYMBIOTE HERO","","{W}{W}{W}{W}{W}","","false","false","false","false","true","white","","false"
"Affa Protector","UNK","0","mage.cards.a.AffaProtector","1","4","","","3","common","CREATURE","HUMAN SOLDIER ALLY","","{2}{W}","","false","false","false","false","true","white","","false"
"Akki Lavarunner","UNK","0","mage.cards.a.AkkiLavarunner","1","1","","","4","common","CREATURE","GOBLIN WARRIOR","","{3}{R}","","false","false","false","true","false","red","","false"
"Arlinn Voice Of The Pack","UNK","0","mage.cards.a.ArlinnVoiceOfThePack","","","7","","6","common","PLANESWALKER","ARLINN","","{4}{G}{G}","","false","false","true","false","false","green","","false"
"Adder Staff Boggart","UNK","0","mage.cards.a.AdderStaffBoggart","2","1","","","2","common","CREATURE","GOBLIN WARRIOR","","{1}{R}","","false","false","false","true","false","red","","false"
"Abandon Reason","UNK","0","mage.cards.a.AbandonReason","","","","","3","common","INSTANT","","","{2}{R}","","false","false","false","true","false","red","","false"
"Angelic Field Marshal","UNK","0","mage.cards.a.AngelicFieldMarshal","3","3","","","4","common","CREATURE","ANGEL","","{2}{W}{W}","","false","false","false","false","true","white","","false"
"Auspicious Arrival","UNK","0","mage.cards.a.AuspiciousArrival","","","","","2","common","INSTANT","","","{1}{W}","","false","false","false","false","true","white","","false"
